gene,name,fluxes,essential,interesting
b2429,murP,0.9823718127269752,false,false
b3425,glpE,0.9823718127269752,false,false
b3224,nanT,0.9823718127269752,false,false
b1308,pspE,0.9823718127269752,false,false
b0340,cynS,0.9823718127269752,false,false
b0341,cynX,0.9823718127269752,false,false
b0512,allB,0.9823718127269727,false,false
b0511,ybbW,0.9823718127269752,false,false
b4085,alsE,0.9823718127269752,false,false
b4088,alsB,0.9823718127269752,false,false
b4311,nanC,0.9823718127269752,false,false
b4087,alsA,0.9823718127269752,false,false
b4086,alsC,0.9823718127269752,false,false
b1677,lpp,0.9823718127269752,false,false
b1919,dcyD,0.9823718127269752,false,false
b3008,metC,0.9823718127269752,false,false
b3225,nanA,0.9823718127269752,false,false
b0221,fadE,0.9720365831108304,false,true
b3708,tnaA,0.982082386802279,false,false
b2421,cysM,0.9823718127269752,false,false
b0657,lnt,0.9823718127269752,false,false
b3001,gpr,0.9823718127269752,false,false
b1091,fabH,0.0,true,false
b1781,yeaE,0.9823718127269752,false,false
b2414,cysK,0.9823718127269752,false,false
b3957,argE,-2.1161313347568157e-18,true,false
b2810,csdA,0.9823718127269752,false,false
b3201,lptB,-1.0018451745740642e-30,true,false
b1622,malY,0.9823718127269752,false,false
b0207,dkgB,0.9823718127269752,false,false
b4261,lptF,-1.0018451745740642e-30,true,false
b3012,dkgA,0.9823718127269752,false,false
b0526,cysS,0.9823718127269752,false,false
b0886,cydC,0.9823718127269743,false,false
b3945,gldA,0.9823718127269784,false,false
b4262,lptG,-1.0018451745740642e-30,true,false
b0887,cydD,0.9823718127269743,false,false
b3200,lptA,-1.0018451745740642e-30,true,false
b3091,uxaA,0.9823718127269752,false,false
b3199,lptC,-1.0018451745740642e-30,true,false
b1519,tam,0.9823718127269752,false,false
b3416,malQ,0.9823718127269828,false,false
b3223,nanE,0.9823718127269752,false,false
b0979,cbdB,0.9823718127269828,false,false
b0978,cbdA,0.9823718127269828,false,false
b1587,ynfE,0.9823718127269752,false,false
b0734,cydB,0.9823718127269752,false,false
b0733,cydA,0.9823718127269752,false,false
b0429,cyoD,0.8935716128482402,false,true
b3222,nanK,0.9823718127269752,false,false
b0774,bioA,0.0,true,false
b3833,ubiE,0.9823718127269752,false,false
b3994,thiC,-1.0018451745740642e-30,true,false
b0896,dmsC,0.9823718127269752,false,false
b1982,amn,0.9823718127269752,false,false
b0430,cyoC,0.8935716128482402,false,true
b0432,cyoA,0.8935716128482402,false,true
b0894,dmsA,0.9823718127269752,false,false
b0431,cyoB,0.8935716128482402,false,true
b2523,pepB,0.9823718127269752,false,false
b1872,torZ,0.9823718127269752,false,false
b0932,pepN,0.9823718127269752,false,false
b2143,cdd,0.9823718127269828,false,false
b1873,torY,0.9823718127269752,false,false
b2162,rihB,0.9823718127269752,false,false
b0237,pepD,0.9823718127269792,false,false
b0099,mutT,0.9823718127269752,false,false
b4260,pepA,0.9823718127269752,false,false
b0651,rihA,0.9823718127269752,false,false
b1865,nudB,0.9823718127269752,false,false
b2066,udk,0.9823718127269743,false,false
b1640,anmK,0.9823718127269749,false,false
b1263,trpD,5.009225872870321e-32,true,false
b3575,yiaK,0.9823718127269752,false,false
b1264,trpE,5.009225872870321e-32,true,false
b0776,bioF,0.0,true,false
b0910,cmk,0.9801654661872689,false,true
b3603,lldP,0.9823718127269752,false,false
b0103,coaE,1.4456028966500304e-13,true,false
b2975,glcA,0.9823718127269752,false,false
b0049,apaH,0.9823718127269752,false,false
b4129,lysU,0.9823718127269752,false,false
b3774,ilvC,-1.155676408312019e-17,true,false
b0121,speE,0.9823718127269752,false,false
b3059,plsY,0.9823718127269784,false,false
b1189,dadA,0.9823718127269752,false,false
b4042,dgkA,0.9823718127269752,false,false
b2871,ygeX,0.9823718127269752,false,false
b0425,panE,0.9823718127269752,false,false
b2838,lysA,4.970376025587482e-18,true,false
b0968,yccX,0.9823718127269779,false,false
b4381,deoC,0.9823718127269797,false,false
b0414,ribD,-1.5027677618610965e-31,true,false
b0062,araA,0.9823718127269752,false,false
b3809,dapF,1.2018189407822855e-17,true,false
b1185,dsbB,0.9823718127269752,false,false
b0175,cdsA,0.0,true,false
b3041,ribB,-1.5027677618610965e-31,true,false
b0778,bioD,0.0,true,false
b0152,fhuD,0.9823718127269752,false,false
b0153,fhuB,0.9823718127269752,false,false
b0151,fhuC,0.9823718127269752,false,false
b3860,dsbA,0.9823718127269752,false,false
b2893,dsbC,0.9823718127269752,false,false
b3722,bglF,0.9823718127269752,false,false
b1734,chbF,0.9823718127269752,false,false
b2582,trxC,0.9823718127269752,false,false
b2065,dcd,0.9823718127269766,false,false
b2344,fadL,0.9823718127269783,false,false
b2715,ascF,0.9823718127269752,false,false
b3781,trxA,0.9823718127269752,false,false
b1900,araG,0.9823718127269752,false,false
b4136,dsbD,0.9823718127269752,false,false
b4460,araH,0.9823718127269752,false,false
b3693,dgoK,0.9823718127269752,false,false
b3909,kdgT,0.9823718127269752,false,false
b0604,dsbG,0.9823718127269752,false,false
b3526,kdgK,0.9823718127269752,false,false
b2601,aroF,0.9823718127269752,false,false
b1901,araF,0.9823718127269752,false,false
b2841,araE,0.9823718127269752,false,false
b4122,fumB,0.9823718127269752,false,false
b0754,aroG,0.9823718127269752,false,false
b1528,ydeA,0.9823718127269752,false,false
b1098,tmk,0.0,true,false
b1704,aroH,0.9823718127269752,false,false
b2147,preA,0.9823718127269752,false,false
b4477,dgoA,0.9823718127269752,false,false
b4115,adiC,0.9823718127269752,false,false
b2146,preT,0.9823718127269752,false,false
b4117,adiA,0.9823718127269752,false,false
b3648,gmk,7.464723035497937e-33,true,false
b1238,tdk,0.9823718125734039,false,false
b1393,paaF,0.9823718127269752,false,false
b2938,speA,0.9823718127269752,false,false
b1605,ydgI,0.9823718127269752,false,false
b4382,deoA,0.9823718127269752,false,false
b3960,argH,1.7905158087390635e-17,true,false
b3771,ilvD,-1.155676408312019e-17,true,false
b4384,deoD,0.9823718127269799,false,false
b1199,dhaL,0.9823718127269816,false,false
b3172,argG,1.7905158087390635e-17,true,false
b3640,dut,0.9823718127269752,false,false
b1876,argS,0.9823718127269752,false,false
b1200,dhaK,0.9823718127269816,false,false
b1198,dhaM,0.9823718127269816,false,false
b2251,nudI,0.9823718127269752,false,false
b0596,entA,0.9823718127269877,false,false
b0594,entE,0.9823718127269752,false,false
b2541,hcaB,0.9823718127269752,false,false
b2306,hisP,0.9823718127269752,false,false
b2308,hisQ,0.9823718127269752,false,false
b0173,dxr,0.0,true,false
b0861,artM,0.9823718127269752,false,false
b0348,mhpB,0.9823718127269752,false,false
b0420,dxs,-2.4043900736261526e-17,true,false
b0031,dapB,-1.3672895417877006e-17,true,false
b2307,hisM,0.9823718127269752,false,false
b2310,argT,0.9823718127269752,false,false
b3564,xylB,0.9823718127269752,false,false
b0864,artP,0.9823718127269752,false,false
b0860,artJ,0.9823718127269752,false,false
b0862,artQ,0.9823718127269752,false,false
b0863,artI,0.9823718127269752,false,false
b2478,dapA,-1.3672895417877006e-17,true,false
b1606,folM,0.9823718127269752,false,false
b1779,gapA,0.8560604810974066,false,true
b0048,folA,0.9823718127269752,false,false
b2923,argO,0.9823718127269786,false,false
b2927,epd,0.9823718127269752,false,false
b2315,folC,-1.1020296920314708e-30,true,false
b1288,fabI,9.469014651938466e-29,true,false
b3930,menA,0.9823718127269752,false,false
b3433,asd,2.838123829773183e-17,true,false
b4192,ulaG,0.9823718127269752,false,false
b3622,waaL,0.9823718127269752,false,false
b4195,ulaC,0.9823718127269752,false,false
b4193,ulaA,0.9823718127269752,false,false
b2262,menB,0.9823718127269752,false,false
b0736,ybgC,0.9823718127269752,false,false
b4194,ulaB,0.9823718127269752,false,false
b3793,wzyE,0.9823718127269752,false,false
b3785,wzzE,0.9823718127269752,false,false
b3058,folB,-1.1020296920314708e-30,true,false
b3792,wzxE,0.9823718127269752,false,false
b0945,pyrD,0.9823718127269818,false,false
b1767,ansA,0.9823718127269752,false,false
b0828,iaaA,0.9823718127269752,false,false
b2341,fadJ,0.9823718127269752,false,false
b1850,eda,0.9823718127269752,false,false
b2957,ansB,0.9823718127269752,false,false
b1062,pyrC,-2.6837011161866856e-16,true,false
b1851,edd,0.9823718127269752,false,false
b3177,folP,-1.1020296920314708e-30,true,false
b0674,asnB,0.98237181272699,false,false
b1054,lpxL,0.9823718127269752,false,false
b3744,asnA,0.9813906059383045,false,false
b0930,asnS,0.9823718127269752,false,false
b0578,nfsB,0.9823718127269752,false,false
b2303,folX,0.9823718127269752,false,false
b1855,lpxM,0.9823718127269752,false,false
b3389,aroB,1.1146598500779172e-17,true,false
b1453,ansP,0.9823718127269777,false,false
b3502,arsB,0.9823718127269752,false,false
b2378,lpxP,0.9823718127269752,false,false
b0131,panD,1.4456028966500304e-13,true,false
b1693,aroD,1.1146598500779172e-17,true,false
b0421,ispA,-3.0856831376881183e-29,true,false
b2779,eno,0.9049381797280738,false,true
b0029,ispH,0.0,true,false
b2232,ubiG,0.9823718127269752,false,false
b4244,pyrI,0.9823718127269752,false,false
b4245,pyrB,-2.6837011161866856e-16,true,false
b0583,entD,0.9823718127269752,false,false
b4024,lysC,0.9823718127269752,false,false
b1590,ynfH,0.9823718127269752,false,false
b1588,ynfF,0.9823718127269752,false,false
b1589,ynfG,0.9823718127269752,false,false
b0585,fes,0.9823718127269752,false,false
b0895,dmsB,0.9823718127269752,false,false
b0002,thrA,0.9823718127269752,false,false
b2441,eutB,0.9823718127269812,false,false
b3940,metL,0.9823718127269752,false,false
b2440,eutC,0.9823718127269812,false,false
b2574,nadB,3.1052095977634337e-31,true,false
b2500,purN,0.9808359597901861,false,true
b0825,fsaA,0.9823718127269752,false,false
b1415,aldA,-1.1020296920314708e-30,true,false
b4139,aspA,0.9823718127269752,false,false
b0928,aspC,8.915061165264577e-17,true,false
b3946,fsaB,0.9823718127269752,false,false
b1866,aspS,0.9823718127269752,false,false
b0652,gltL,0.9823718127269752,false,false
b0822,ybiV,0.9823718127269752,false,false
b0654,gltJ,0.9823718127269752,false,false
b2052,wcaG,0.9823718127269752,false,false
b2784,relA,0.9823718127269752,false,false
b3666,uhpT,0.9823718127269752,false,false
b3650,spoT,0.9823718127269752,false,false
b0404,acpH,0.9823718127269752,false,false
b2051,wcaH,0.9823718127269752,false,false
b3747,kup,0.9823718127269752,false,false
b0452,tesB,0.9720365831108315,false,true
b0842,mdfA,0.9823718127269752,false,false
b2467,nudK,0.9823718127269752,false,false
b3729,glmS,-5.009225872870321e-32,true,false
b1298,puuD,0.9823718127269752,false,false
b1805,fadD,0.9823718127269752,false,false
b1301,puuB,0.9823718127269752,false,false
b1297,puuA,0.9823718127269752,false,false
b1701,fadK,0.9823718127269752,false,false
b3882,yihU,0.9823718127269752,false,false
b0047,kefC,0.9823718127269752,false,false
b3844,fre,0.980150225040643,false,true
b3350,kefB,0.9823718127269752,false,false
b3432,glgB,0.9823718127269752,false,false
b2763,cysI,2.5884315682068516e-16,true,false
b0459,maa,0.9823718127269752,false,false
b0308,ykgG,0.9823718127269752,false,false
b0306,ykgE,0.9823718127269752,false,false
b0307,ykgF,0.9823718127269752,false,false
b2764,cysJ,2.5884315682068516e-16,true,false
b3605,lldD,0.9823718127269752,false,false
b0837,yliI,0.9823718127269752,false,false
b0124,gcd,0.9823718127269752,false,false
b2925,fbaA,0.9823718127269856,false,false
b3415,gntT,0.9823718127269752,false,false
b2257,arnT,0.9823718127269752,false,false
b1773,ydjI,0.9823718127269752,false,false
b0344,lacZ,0.9823718127269752,false,false
b2132,bglX,0.9823718127269752,false,false
b4476,gntU,0.9823718127269752,false,false
b3428,glgP,0.9823718127269752,false,false
b1326,mpaA,0.982371812726978,false,false
b2097,fbaB,0.9823718127269752,false,false
b4130,dtpC,0.9823718127269752,false,false
b3417,malP,0.9823718127269769,false,false
b3925,glpX,0.9823718127269752,false,false
b3126,garL,0.9823718127269752,false,false
b2787,gudD,0.9823718127269752,false,false
b3496,dtpB,0.9823718127269752,false,false
b4232,fbp,0.9823718127269752,false,false
b1634,dtpA,0.9823718127269752,false,false
b2788,gudX,0.9823718127269752,false,false
b3429,glgA,0.9823718127269752,false,false
b2930,yggF,0.9823718127269752,false,false
b3631,waaG,0.9823718127269752,false,false
b3627,waaO,0.9823718127269752,false,false
b3626,waaR,0.9823718127269752,false,false
b0709,dtpD,0.9823718127269752,false,false
b2799,fucO,0.9823718127269752,false,false
b2802,fucI,0.9823718127269752,false,false
b0070,setA,0.9823718127269752,false,false
b1621,malX,0.9823718127269752,false,false
b3431,glgX,0.9823718127269752,false,false
b3430,glgC,0.9823718127269752,false,false
b2803,fucK,0.9823718127269752,false,false
b2170,setB,0.9823718127269752,false,false
b2800,fucA,0.9823718127269752,false,false
b3870,glnA,0.9823718127269752,false,false
b2738,ygbL,0.9823718127269752,false,false
b0680,glnS,0.9823718127269752,false,false
b0343,lacY,0.9823718127269752,false,false
b0475,hemH,-1.0018451745740642e-30,true,false
b1380,ldhA,0.9823718127269752,false,false
b2133,dld,0.9823718127269752,false,false
b0810,glnP,0.9823718127269752,false,false
b3892,fdoI,0.9823718127269752,false,false
b0809,glnQ,0.9823718127269752,false,false
b4054,tyrB,0.9823718127269752,false,false
b0642,leuS,0.9823718127269752,false,false
b1475,fdnH,0.9823718127269752,false,false
b3458,livK,0.9823718127269752,false,false
b0811,glnH,0.9823718127269752,false,false
b1474,fdnG,0.9823718127269752,false,false
b3894,fdoG,0.9823718127269752,false,false
b2091,gatD,0.9823718127269752,false,false
b1651,gloA,0.9823718127269752,false,false
b1476,fdnI,0.9823718127269752,false,false
b3893,fdoH,0.9823718127269752,false,false
b0242,proB,0.9814719407360835,false,false
b0935,ssuD,0.9823718127269752,false,false
b0622,pagP,0.9823718127269752,false,false
b3409,feoB,0.9823718127269752,false,false
b4386,lplA,0.9823718127269752,false,false
b1492,gadC,0.9823718127269785,false,false
b2688,gshA,0.9823718127269819,false,false
b0630,lipB,0.9823718127269752,false,false
b2392,mntH,0.9823718127269752,false,false
b0628,lipA,0.9823718127269752,false,false
b1493,gadB,0.9823718127269752,false,false
b4289,fecC,0.9823718127269752,false,false
b3517,gadA,0.9823718127269752,false,false
b0182,lpxB,-1.5027677618610965e-31,true,false
b4288,fecD,0.9823718127269752,false,false
b0494,tesA,0.9823718127269785,false,false
b1761,gdhA,0.94877300689481,false,true
b1524,glsB,0.9823718127269752,false,false
b4287,fecE,0.9823718127269752,false,false
b0485,glsA,0.9823718127269752,false,false
b2312,purF,7.425735463546971e-16,true,false
b3825,pldB,0.982371812726973,false,false
b4131,cadA,0.9823718127269752,false,false
b4290,fecB,0.9823718127269752,false,false
b0186,ldcC,0.9823718127269752,false,false
b3967,murI,-9.01660657116658e-31,true,false
b4291,fecA,0.9823718127269752,false,false
b0589,fepG,0.9823718127269752,false,false
b3213,gltD,0.9823718127269774,false,false
b2890,lysS,0.9823718127269752,false,false
b3212,gltB,0.9823718127269774,false,false
b0588,fepC,0.9823718127269752,false,false
b1210,hemA,-1.0018451745740642e-30,true,false
b2156,lysP,0.9823718127269752,false,false
b0590,fepD,0.9823718127269752,false,false
b2400,gltX,-1.0018451745740642e-30,true,false
b0592,fepB,0.9823718127269752,false,false
b3903,rhaA,0.9823718127269752,false,false
b2155,cirA,0.9823718127269752,false,false
b3907,rhaT,0.9823718127269752,false,false
b3653,gltS,0.9823718127269752,false,false
b0507,gcl,0.9823718127269748,false,false
b3927,glpF,0.9823718127269752,false,false
b0805,fiu,0.9823718127269752,false,false
b3617,kbl,0.9823718127269768,false,false
b3600,mtlD,0.9823718127269752,false,false
b0777,bioC,0.0,true,false
b1800,dmlA,0.9823718127269752,false,false
